OUTBOUND_DATE,MATERIAL_NAME,PLANT_NAME,MODE_OF_TRANSPORT,CUSTOMER_NUMBER,total_quantity
2024-03-23,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00085,4.5
2024-03-23,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-03-23,MAT-0004,CHINA-WAREHOUSE,Truck,CST-00491,3.0
2024-03-23,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01242,24.75
2024-03-23,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00114,24.75
2024-03-23,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00240,24.75
2024-03-23,MAT-0099,SINGAPORE-WAREHOUSE,Marine,CST-01154,24.75
2024-03-23,MAT-0122,SINGAPORE-WAREHOUSE,Marine,CST-01010,6.25
2024-03-23,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01165,24.75
2024-03-23,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00085,6.0
2024-03-23,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-03-23,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00302,51.0
2024-03-23,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00412,25.5
2024-03-23,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00482,25.5
2024-03-23,MAT-0137,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-03-24,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01226,49.5
2024-03-24,MAT-0415,SINGAPORE-WAREHOUSE,Marine,CST-01244,24.75
2024-03-24,MAT-0234,SINGAPORE-WAREHOUSE,Marine,CST-01226,24.75
2024-03-24,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01187,24.75
2024-03-24,MAT-0072,SINGAPORE-WAREHOUSE,Marine,CST-01017,24.75
2024-03-24,MAT-0015,SINGAPORE-WAREHOUSE,Marine,CST-01245,16.5
2024-03-24,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01245,8.25
2024-03-25,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-03-25,MAT-0276,CHINA-WAREHOUSE,Truck,CST-00008,24.759999999999998
2024-03-25,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00093,99.0
2024-03-25,MAT-0318,CHINA-WAREHOUSE,Truck,CST-00017,24.75
2024-03-25,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00035,24.75
2024-03-25,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00100,24.75
2024-03-25,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00274,24.75
2024-03-25,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-03-25,MAT-0327,SINGAPORE-WAREHOUSE,Marine,CST-01119,24.75
2024-03-25,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00039,25.5
2024-03-25,MAT-0333,CHINA-WAREHOUSE,Truck,CST-00161,20.0
2024-03-25,MAT-0339,CHINA-WAREHOUSE,Truck,CST-00080,0.1
2024-03-25,MAT-0344,SINGAPORE-WAREHOUSE,Marine,CST-01017,11.0
2024-03-25,MAT-0371,SINGAPORE-WAREHOUSE,Marine,CST-01057,12.0
2024-03-25,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00228,51.0
2024-03-25,MAT-0390,CHINA-WAREHOUSE,Truck,CST-00284,0.2
2024-03-25,MAT-0413,SINGAPORE-WAREHOUSE,Marine,CST-01058,24.75
2024-03-25,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00035,24.75
2024-03-25,MAT-0332,CHINA-WAREHOUSE,Truck,CST-00161,60.0
2024-03-25,MAT-0235,CHINA-WAREHOUSE,Truck,CST-00025,0.05
2024-03-25,MAT-0007,CHINA-WAREHOUSE,Truck,CST-00014,24.759999999999998
2024-03-25,MAT-0217,CHINA-WAREHOUSE,Truck,CST-00080,0.4
2024-03-25,MAT-0233,CHINA-WAREHOUSE,Truck,CST-00080,0.05
2024-03-25,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00115,24.75
2024-03-25,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00183,24.75
2024-03-25,MAT-0032,CHINA-WAREHOUSE,Truck,CST-00025,0.03
2024-03-25,MAT-0051,SINGAPORE-WAREHOUSE,Marine,CST-01184,45.0
2024-03-25,MAT-0051,SINGAPORE-WAREHOUSE,Marine,CST-01233,22.5
2024-03-25,MAT-0056,CHINA-WAREHOUSE,Truck,CST-00337,24.75
2024-03-25,MAT-0062,SINGAPORE-WAREHOUSE,Truck,CST-01237,49.5
2024-03-25,MAT-0050,SINGAPORE-WAREHOUSE,Marine,CST-01188,24.75
2024-03-25,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00476,24.75
2024-03-25,MAT-0096,CHINA-WAREHOUSE,Truck,CST-00409,24.75
2024-03-25,MAT-0098,CHINA-WAREHOUSE,Truck,CST-00121,24.75
2024-03-25,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00284,0.2
2024-03-25,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00006,24.75
2024-03-25,MAT-0174,SINGAPORE-WAREHOUSE,Marine,CST-01034,24.75
2024-03-25,MAT-0174,SINGAPORE-WAREHOUSE,Marine,CST-01099,24.725
2024-03-25,MAT-0062,SINGAPORE-WAREHOUSE,Truck,CST-01246,123.75
2024-03-25,MAT-0198,CHINA-WAREHOUSE,Truck,CST-00003,49.51
2024-03-26,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-03-26,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00035,49.5
2024-03-26,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00272,24.75
2024-03-26,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00012,24.75
2024-03-26,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-03-26,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00014,13.5
2024-03-26,MAT-0302,SINGAPORE-WAREHOUSE,Truck,CST-01013,9.63
2024-03-26,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01043,24.75
2024-03-26,MAT-0322,CHINA-WAREHOUSE,Truck,CST-00049,49.5
2024-03-26,MAT-0318,CHINA-WAREHOUSE,Truck,CST-00337,24.75
2024-03-26,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00086,0.2
2024-03-26,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00092,24.75
2024-03-26,MAT-0338,SINGAPORE-WAREHOUSE,Marine,CST-01194,51.0
2024-03-26,MAT-0339,CHINA-WAREHOUSE,Truck,CST-00080,0.08
2024-03-26,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01248,24.75
2024-03-26,MAT-0354,CHINA-WAREHOUSE,Truck,CST-00025,1.0
2024-03-26,MAT-0355,SINGAPORE-WAREHOUSE,Marine,CST-01008,2.75
2024-03-26,MAT-0356,CHINA-WAREHOUSE,Truck,CST-00493,0.03
2024-03-26,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00003,24.75
2024-03-26,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00492,25.5
2024-03-26,MAT-0428,CHINA-WAREHOUSE,Truck,CST-00025,1.0
2024-03-26,MAT-0229,CHINA-WAREHOUSE,Truck,CST-00014,24.76
2024-03-26,MAT-0332,CHINA-WAREHOUSE,Truck,CST-00161,60.01
2024-03-26,MAT-0210,SINGAPORE-WAREHOUSE,Marine,CST-01008,8.25
2024-03-26,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00086,0.15
2024-03-26,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00014,12.0
2024-03-26,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00126,25.5
2024-03-26,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00080,0.05
2024-03-26,MAT-0046,CHINA-WAREHOUSE,Truck,CST-00309,99.03
2024-03-26,MAT-0055,CHINA-WAREHOUSE,Truck,CST-00014,24.75
2024-03-26,MAT-0055,CHINA-WAREHOUSE,Truck,CST-00086,0.15
2024-03-26,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01136,49.5
2024-03-26,MAT-0062,SINGAPORE-WAREHOUSE,Truck,CST-01237,49.5
2024-03-26,MAT-0082,CHINA-WAREHOUSE,Truck,CST-00177,22.5
2024-03-26,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00240,24.75
2024-03-26,MAT-0097,CHINA-WAREHOUSE,Truck,CST-00074,24.75
2024-03-26,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00298,3.0
2024-03-26,MAT-0112,CHINA-WAREHOUSE,Truck,CST-00086,0.2
2024-03-26,MAT-0111,CHINA-WAREHOUSE,Truck,CST-00066,49.51
2024-03-26,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00304,15.0
2024-03-26,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00298,3.0
2024-03-26,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00120,25.5
2024-03-26,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00384,25.5
2024-03-26,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00104,4.5
2024-03-26,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01247,24.75
2024-03-26,MAT-0137,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-03-26,MAT-0116,CHINA-WAREHOUSE,Truck,CST-00025,1.0
2024-03-26,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00135,10.5
2024-03-27,MAT-0303,SINGAPORE-WAREHOUSE,Marine,CST-01017,22.5
2024-03-27,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00037,25.5
2024-03-27,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00109,25.5
2024-03-27,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00180,10.5
2024-03-27,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00427,3.0
2024-03-27,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00108,24.75
2024-03-27,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-03-27,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-03-27,MAT-0322,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-03-27,MAT-0332,CHINA-WAREHOUSE,Truck,CST-00161,60.0
2024-03-27,MAT-0356,SINGAPORE-WAREHOUSE,Truck,CST-01045,6.88
2024-03-27,MAT-0371,SINGAPORE-WAREHOUSE,Marine,CST-01057,24.0
2024-03-27,MAT-0380,CHINA-WAREHOUSE,Truck,CST-00008,0.15
2024-03-27,MAT-0381,SINGAPORE-WAREHOUSE,Truck,CST-01045,5.5
2024-03-27,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00086,24.75
2024-03-27,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00036,25.5
2024-03-27,MAT-0276,CHINA-WAREHOUSE,Truck,CST-00169,24.75
2024-03-27,MAT-0390,CHINA-WAREHOUSE,Truck,CST-00033,24.75
2024-03-27,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00069,15.0
2024-03-27,MAT-0378,CHINA-WAREHOUSE,Truck,CST-00059,24.75
2024-03-27,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00069,10.5
2024-03-27,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01043,24.75
2024-03-27,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-03-27,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00115,24.75
2024-03-27,MAT-0015,SINGAPORE-WAREHOUSE,Truck,CST-01045,8.25
2024-03-27,MAT-0032,CHINA-WAREHOUSE,Truck,CST-00057,6.0
2024-03-27,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-00570,24.75
2024-03-27,MAT-0112,SINGAPORE-WAREHOUSE,Marine,CST-01012,49.5
2024-03-27,MAT-0112,SINGAPORE-WAREHOUSE,Marine,CST-01027,11.0
2024-03-27,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01215,24.75
2024-03-27,MAT-0051,SINGAPORE-WAREHOUSE,Marine,CST-01111,45.0
2024-03-27,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00180,15.0
2024-03-27,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-03-27,MAT-0147,CHINA-WAREHOUSE,Truck,CST-00302,12.0
2024-03-27,MAT-0147,CHINA-WAREHOUSE,Truck,CST-00427,12.0
2024-03-27,MAT-0151,SINGAPORE-WAREHOUSE,Truck,CST-01045,4.13
2024-03-27,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00049,49.5
2024-03-27,MAT-0178,CHINA-WAREHOUSE,Truck,CST-00104,25.5
2024-03-27,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00105,25.5
2024-03-27,MAT-0237,CHINA-WAREHOUSE,Truck,CST-00070,0.3
2024-03-28,MAT-0271,SINGAPORE-WAREHOUSE,Truck,CST-01071,24.759999999999998
2024-03-28,MAT-0222,SINGAPORE-WAREHOUSE,Marine,CST-01033,74.25
2024-03-28,MAT-0221,SINGAPORE-WAREHOUSE,Marine,CST-01130,10.0
2024-03-28,MAT-0210,SINGAPORE-WAREHOUSE,Marine,CST-01250,24.75
2024-03-28,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00494,24.75
2024-03-28,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00169,49.5
2024-03-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00379,51.0
2024-03-28,MAT-0303,SINGAPORE-WAREHOUSE,Marine,CST-01017,22.5
2024-03-28,MAT-0206,CHINA-WAREHOUSE,Truck,CST-00034,22.5
2024-03-28,MAT-0303,SINGAPORE-WAREHOUSE,Marine,CST-01130,22.5
2024-03-28,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00237,25.5
2024-03-28,MAT-0317,CHINA-WAREHOUSE,Truck,CST-00025,0.3
2024-03-28,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00464,24.75
2024-03-28,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00008,24.75
2024-03-28,MAT-0324,CHINA-WAREHOUSE,Truck,CST-00034,10.0
2024-03-28,MAT-0332,CHINA-WAREHOUSE,Truck,CST-00161,60.0
2024-03-28,MAT-0345,SINGAPORE-WAREHOUSE,Marine,CST-01250,22.5
2024-03-28,MAT-0353,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-03-28,MAT-0416,SINGAPORE-WAREHOUSE,Marine,CST-01224,148.5
2024-03-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00169,51.0
2024-03-28,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00062,6.0
2024-03-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00050,25.5
2024-03-28,MAT-0322,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-03-28,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00402,7.5
2024-03-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00062,3.0
2024-03-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00178,25.5
2024-03-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00301,10.5
2024-03-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00497,15.0
2024-03-28,MAT-0046,CHINA-WAREHOUSE,Truck,CST-00309,49.5
2024-03-28,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00008,25.5
2024-03-28,MAT-0055,CHINA-WAREHOUSE,Truck,CST-00495,24.75
2024-03-28,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01249,24.75
2024-03-28,MAT-0065,CHINA-WAREHOUSE,Truck,CST-00321,24.75
2024-03-28,MAT-0065,CHINA-WAREHOUSE,Truck,CST-00338,24.75
2024-03-28,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00135,25.5
2024-03-28,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00025,0.3
2024-03-28,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00496,24.75
2024-03-28,MAT-0097,CHINA-WAREHOUSE,Truck,CST-00092,24.75
2024-03-28,MAT-0105,SINGAPORE-WAREHOUSE,Marine,CST-01034,24.75
2024-03-28,MAT-0112,SINGAPORE-WAREHOUSE,Marine,CST-01027,20.625
2024-03-28,MAT-0112,SINGAPORE-WAREHOUSE,Truck,CST-01117,24.75
2024-03-28,MAT-0112,SINGAPORE-WAREHOUSE,Truck,CST-01219,23.38
2024-03-28,MAT-0135,SINGAPORE-WAREHOUSE,Marine,CST-01250,24.75
2024-03-28,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01083,198.0
2024-03-28,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00007,10.5
2024-03-28,MAT-0065,SINGAPORE-WAREHOUSE,Marine,CST-01027,4.125
2024-03-29,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00501,6.0
2024-03-29,MAT-0309,SINGAPORE-WAREHOUSE,Marine,CST-01034,24.75
2024-03-29,MAT-0273,SINGAPORE-WAREHOUSE,Marine,CST-01034,24.75
2024-03-29,MAT-0160,CHINA-WAREHOUSE,Truck,CST-00310,0.05
2024-03-29,MAT-0198,CHINA-WAREHOUSE,Truck,CST-00498,74.27
2024-03-29,MAT-0160,CHINA-WAREHOUSE,Truck,CST-00500,0.05
2024-03-29,MAT-0316,CHINA-WAREHOUSE,Truck,CST-00025,0.28
2024-03-29,MAT-0234,SINGAPORE-WAREHOUSE,Marine,CST-01165,10.5
2024-03-29,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00038,25.5
2024-03-29,MAT-0390,SINGAPORE-WAREHOUSE,Marine,CST-00205,49.5
2024-03-29,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01251,24.75
2024-03-29,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01176,11.0
2024-03-29,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00025,1.0
2024-03-29,MAT-0379,CHINA-WAREHOUSE,Truck,CST-00139,49.51
2024-03-29,MAT-0390,SINGAPORE-WAREHOUSE,Marine,CST-01165,5.5
2024-03-29,MAT-0413,CHINA-WAREHOUSE,Truck,CST-00025,2.2
2024-03-29,MAT-0413,SINGAPORE-WAREHOUSE,Marine,CST-01252,24.75
2024-03-29,MAT-0428,CHINA-WAREHOUSE,Truck,CST-00025,1.25
2024-03-29,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00501,6.0
2024-03-29,MAT-0332,CHINA-WAREHOUSE,Truck,CST-00161,60.0
2024-03-29,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00025,0.1
2024-03-29,MAT-0353,CHINA-WAREHOUSE,Truck,CST-00468,24.75
2024-03-29,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00399,12.0
2024-03-29,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00402,25.5
2024-03-29,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00178,25.5
2024-03-29,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00315,7.5
2024-03-29,MAT-0007,SINGAPORE-WAREHOUSE,Marine,CST-01165,5.4
2024-03-29,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00075,3.0
2024-03-29,MAT-0015,CHINA-WAREHOUSE,Truck,CST-00025,0.8
2024-03-29,MAT-0015,SINGAPORE-WAREHOUSE,Marine,CST-01056,24.75
2024-03-29,MAT-0046,CHINA-WAREHOUSE,Truck,CST-00309,24.759999999999998
2024-03-29,MAT-0049,CHINA-WAREHOUSE,Truck,CST-00367,0.2
2024-03-29,MAT-0051,SINGAPORE-WAREHOUSE,Marine,CST-00535,225.0
2024-03-29,MAT-0015,SINGAPORE-WAREHOUSE,Marine,CST-01253,49.5
2024-03-29,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01025,99.0
2024-03-29,MAT-0144,CHINA-WAREHOUSE,Truck,CST-00315,18.0
2024-03-29,MAT-0051,SINGAPORE-WAREHOUSE,Marine,CST-01184,22.5
2024-03-29,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01018,24.75
2024-03-29,MAT-0112,SINGAPORE-WAREHOUSE,Marine,CST-01037,24.75
2024-03-29,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00240,24.75
2024-03-29,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01114,24.75
2024-03-29,MAT-0082,CHINA-WAREHOUSE,Truck,CST-00499,10.0
2024-03-29,MAT-0065,CHINA-WAREHOUSE,Truck,CST-00025,0.75
2024-03-29,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00050,24.75
2024-03-30,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00487,49.51
2024-03-30,MAT-0234,SINGAPORE-WAREHOUSE,Marine,CST-01211,24.75
2024-03-30,MAT-0259,CHINA-WAREHOUSE,Truck,CST-00505,22.0
2024-03-30,MAT-0265,CHINA-WAREHOUSE,Truck,CST-00338,24.75
2024-03-30,MAT-0270,CHINA-WAREHOUSE,Truck,CST-00108,19.5
2024-03-30,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00149,49.5
2024-03-30,MAT-0319,CHINA-WAREHOUSE,Truck,CST-00361,24.75
2024-03-30,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00100,68.75
2024-03-30,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00363,49.5
2024-03-30,MAT-0325,CHINA-WAREHOUSE,Truck,CST-00017,9.63
2024-03-30,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00100,0.1
2024-03-30,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01179,24.75
2024-03-30,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01211,49.5
2024-03-30,MAT-0338,SINGAPORE-WAREHOUSE,Marine,CST-01194,102.0
2024-03-30,MAT-0340,CHINA-WAREHOUSE,Truck,CST-00060,2.75
2024-03-30,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01029,24.75
2024-03-30,MAT-0358,CHINA-WAREHOUSE,Truck,CST-00234,1.5
2024-03-30,MAT-0378,CHINA-WAREHOUSE,Truck,CST-00504,1.38
2024-03-30,MAT-0381,CHINA-WAREHOUSE,Truck,CST-00100,0.1
2024-03-30,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00086,24.75
2024-03-30,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00397,51.0
2024-03-30,MAT-0389,CHINA-WAREHOUSE,Truck,CST-00121,10.5
2024-03-30,MAT-0328,CHINA-WAREHOUSE,Truck,CST-00039,43.5
2024-03-30,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00378,51.0
2024-03-30,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00309,24.75
2024-03-30,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00153,25.5
2024-03-30,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00159,18.0
2024-03-30,MAT-0013,CHINA-WAREHOUSE,Truck,CST-00314,6.0
2024-03-30,MAT-0049,CHINA-WAREHOUSE,Truck,CST-00086,24.75
2024-03-30,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00476,49.5
2024-03-30,MAT-0137,CHINA-WAREHOUSE,Truck,CST-00487,24.75
2024-03-30,MAT-0137,SINGAPORE-WAREHOUSE,Marine,CST-01254,49.5
2024-03-30,MAT-0142,CHINA-WAREHOUSE,Truck,CST-00179,25.5
2024-03-30,MAT-0143,CHINA-WAREHOUSE,Truck,CST-00302,25.5
2024-03-30,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00314,12.0
2024-03-30,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00050,8.5
2024-03-30,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00017,7.5
2024-03-30,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00302,25.5
2024-03-30,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00482,51.0
2024-03-30,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00247,11.0
2024-03-30,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00363,24.75
2024-03-30,MAT-0146,CHINA-WAREHOUSE,Truck,CST-00502,24.759999999999998
2024-03-30,MAT-0147,CHINA-WAREHOUSE,Truck,CST-00427,15.0
2024-03-30,MAT-0151,SINGAPORE-WAREHOUSE,Marine,CST-01255,24.75
2024-03-30,MAT-0153,CHINA-WAREHOUSE,Truck,CST-00049,74.25
2024-03-30,MAT-0160,CHINA-WAREHOUSE,Truck,CST-00503,0.03
2024-03-30,MAT-0201,CHINA-WAREHOUSE,Truck,CST-00122,102.0
2024-03-30,MAT-0145,CHINA-WAREHOUSE,Truck,CST-00100,6.0
2024-03-31,MAT-0335,SINGAPORE-WAREHOUSE,Marine,CST-01110,49.5
2024-03-31,MAT-0415,SINGAPORE-WAREHOUSE,Marine,CST-01256,24.75
2024-03-31,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01206,16.5
2024-03-31,MAT-0327,SINGAPORE-WAREHOUSE,Marine,CST-01257,11.0
2024-03-31,MAT-0398,SINGAPORE-WAREHOUSE,Truck,CST-01258,89.84
2024-03-31,MAT-0100,SINGAPORE-WAREHOUSE,Truck,CST-01258,5.83
2024-03-31,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01120,24.75
2024-03-31,MAT-0056,SINGAPORE-WAREHOUSE,Marine,CST-01073,24.75
2024-03-31,MAT-0051,SINGAPORE-WAREHOUSE,Marine,CST-01111,67.5
2024-03-31,MAT-0116,SINGAPORE-WAREHOUSE,Marine,CST-01206,8.25
2024-04-01,MAT-0247,SINGAPORE-WAREHOUSE,Truck,CST-01043,74.25
2024-04-01,MAT-0264,CHINA-WAREHOUSE,Truck,CST-00047,74.26
2024-04-01,MAT-0281,CHINA-WAREHOUSE,Truck,CST-00025,0.3
2024-04-01,MAT-0302,SINGAPORE-WAREHOUSE,Marine,CST-01156,74.25
2024-04-01,MAT-0303,SINGAPORE-WAREHOUSE,Marine,CST-01003,10.0
2024-04-01,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00082,6.0
2024-04-01,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00123,4.5
2024-04-01,MAT-0314,CHINA-WAREHOUSE,Truck,CST-00302,18.0
2024-04-01,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00132,24.75
2024-04-01,MAT-0229,CHINA-WAREHOUSE,Truck,CST-00014,24.759999999999998
2024-04-01,MAT-0340,SINGAPORE-WAREHOUSE,Marine,CST-01083,49.5
2024-04-01,MAT-0378,CHINA-WAREHOUSE,Truck,CST-00059,24.75
2024-04-01,MAT-0382,CHINA-WAREHOUSE,Truck,CST-00049,24.75
2024-04-01,MAT-0386,CHINA-WAREHOUSE,Truck,CST-00008,24.759999999999998
2024-04-01,MAT-0388,CHINA-WAREHOUSE,Truck,CST-00345,24.75
2024-04-01,MAT-0416,SINGAPORE-WAREHOUSE,Truck,CST-01128,24.75
2024-04-01,MAT-0321,CHINA-WAREHOUSE,Truck,CST-00008,23.38
2024-04-01,MAT-0218,CHINA-WAREHOUSE,Truck,CST-00008,1.38
2024-04-01,MAT-0324,CHINA-WAREHOUSE,Truck,CST-00031,15.0
2024-04-01,MAT-0160,CHINA-WAREHOUSE,Truck,CST-00104,0.03
2024-04-01,MAT-0198,CHINA-WAREHOUSE,Truck,CST-00498,49.51
2024-04-01,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00126,25.5
2024-04-01,MAT-0001,CHINA-WAREHOUSE,Truck,CST-00320,3.0
2024-04-01,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00152,24.75
2024-04-01,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00240,24.75
2024-04-01,MAT-0084,CHINA-WAREHOUSE,Truck,CST-00496,24.75
