Day,MATERIAL_NAME,PLANT_NAME,total_quantity,AdjustedInv
2024-08-20,MAT-0056,SINGAPORE-WAREHOUSE,49.5,4723.19
2024-08-23,MAT-0056,SINGAPORE-WAREHOUSE,24.75,4747.94
2024-08-28,MAT-0056,SINGAPORE-WAREHOUSE,49.5,4797.44
2024-08-29,MAT-0056,SINGAPORE-WAREHOUSE,49.5,4846.94
2024-08-30,MAT-0056,SINGAPORE-WAREHOUSE,99.0,4945.94
2024-08-30,MAT-0056,SINGAPORE-WAREHOUSE,49.5,4995.44
2024-08-31,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5044.94
2024-09-02,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5094.44
2024-09-02,MAT-0056,SINGAPORE-WAREHOUSE,99.0,5193.44
2024-09-04,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5242.94
2024-09-06,MAT-0056,SINGAPORE-WAREHOUSE,1.375,5244.315
2024-09-07,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5269.065
2024-09-09,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5318.565
2024-09-13,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5343.315
2024-09-14,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5368.065
2024-09-16,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5417.565
2024-09-20,MAT-0056,SINGAPORE-WAREHOUSE,99.0,5516.565
2024-09-22,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5541.315
2024-09-22,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5566.065
2024-09-23,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5590.815
2024-09-24,MAT-0056,SINGAPORE-WAREHOUSE,0.2,5591.014999999999
2024-09-26,MAT-0056,SINGAPORE-WAREHOUSE,24.75,5615.764999999999
2024-09-27,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5665.264999999999
2024-10-01,MAT-0056,SINGAPORE-WAREHOUSE,0.3,5665.565
2024-10-02,MAT-0056,SINGAPORE-WAREHOUSE,0.2,5665.764999999999
2024-10-02,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5715.264999999999
2024-10-03,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5764.764999999999
2024-10-10,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5814.264999999999
2024-10-11,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5863.764999999999
2024-10-13,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5913.264999999999
2024-10-15,MAT-0056,SINGAPORE-WAREHOUSE,49.5,5962.764999999999
2024-10-15,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6012.264999999999
2024-10-16,MAT-0056,SINGAPORE-WAREHOUSE,74.25,6086.514999999999
2024-10-17,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6111.264999999999
2024-10-21,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6136.014999999999
2024-10-27,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6160.764999999999
2024-10-27,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6185.514999999999
2024-11-03,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6210.264999999999
2024-11-03,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6259.764999999999
2024-11-04,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6309.264999999999
2024-11-04,MAT-0056,SINGAPORE-WAREHOUSE,0.6,6309.865
2024-11-13,MAT-0056,SINGAPORE-WAREHOUSE,123.75,6433.615
2024-11-15,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6483.115
2024-11-16,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6532.615
2024-11-18,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6582.115
2024-11-19,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6631.615
2024-11-20,MAT-0056,SINGAPORE-WAREHOUSE,1.375,6632.99
2024-11-21,MAT-0056,SINGAPORE-WAREHOUSE,0.1,6633.09
2024-11-25,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6657.84
2024-11-27,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6682.59
2024-11-27,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6707.34
2024-12-02,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6756.84
2024-12-02,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6781.59
2024-12-04,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6806.34
2024-12-04,MAT-0056,SINGAPORE-WAREHOUSE,49.5,6855.84
2024-12-05,MAT-0056,SINGAPORE-WAREHOUSE,24.75,6880.59
2024-12-18,MAT-0056,SINGAPORE-WAREHOUSE,99.0,6979.59
2024-06-11,MAT-0057,SINGAPORE-WAREHOUSE,173.25,187.95
2024-08-19,MAT-0060,SINGAPORE-WAREHOUSE,24.75,99.0
2024-08-21,MAT-0060,SINGAPORE-WAREHOUSE,24.75,123.75
2024-08-22,MAT-0060,SINGAPORE-WAREHOUSE,24.75,148.5
2024-08-26,MAT-0060,SINGAPORE-WAREHOUSE,74.25,222.75
2024-01-02,MAT-0065,SINGAPORE-WAREHOUSE,49.5,749.925
2024-01-07,MAT-0065,SINGAPORE-WAREHOUSE,4.125,754.05
2024-01-09,MAT-0065,SINGAPORE-WAREHOUSE,4.125,758.175
2024-01-14,MAT-0065,SINGAPORE-WAREHOUSE,24.75,782.925
2024-01-27,MAT-0065,SINGAPORE-WAREHOUSE,17.875,800.8
2024-03-04,MAT-0065,SINGAPORE-WAREHOUSE,0.3,801.0999999999999
2024-03-22,MAT-0065,SINGAPORE-WAREHOUSE,2.75,803.8499999999999
2024-03-28,MAT-0065,SINGAPORE-WAREHOUSE,4.125,807.9749999999999
2024-04-26,MAT-0065,SINGAPORE-WAREHOUSE,2.75,810.7249999999999
2024-05-25,MAT-0065,SINGAPORE-WAREHOUSE,4.125,814.8499999999999
2024-05-29,MAT-0065,SINGAPORE-WAREHOUSE,24.75,839.5999999999999
2024-05-31,MAT-0065,SINGAPORE-WAREHOUSE,24.75,864.3499999999999
2024-06-08,MAT-0065,SINGAPORE-WAREHOUSE,4.125,868.4749999999999
2024-06-11,MAT-0065,SINGAPORE-WAREHOUSE,198.0,1066.475
2024-06-12,MAT-0065,SINGAPORE-WAREHOUSE,0.35,1066.825
2024-06-12,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1091.575
2024-06-20,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1116.325
2024-06-25,MAT-0065,SINGAPORE-WAREHOUSE,12.375,1128.7
2024-06-27,MAT-0065,SINGAPORE-WAREHOUSE,0.8,1129.5
2024-07-22,MAT-0065,SINGAPORE-WAREHOUSE,17.875,1147.375
2024-08-04,MAT-0065,SINGAPORE-WAREHOUSE,6.875,1154.25
2024-08-14,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1179.0
2024-08-19,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1203.75
2024-08-27,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1228.5
2024-09-02,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1253.25
2024-09-02,MAT-0065,SINGAPORE-WAREHOUSE,12.375,1265.625
2024-09-09,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1290.375
2024-09-20,MAT-0065,SINGAPORE-WAREHOUSE,11.0,1301.375
2024-10-12,MAT-0065,SINGAPORE-WAREHOUSE,8.25,1309.625
2024-10-20,MAT-0065,SINGAPORE-WAREHOUSE,11.0,1320.625
2024-10-28,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1345.375
2024-10-30,MAT-0065,SINGAPORE-WAREHOUSE,5.5,1350.875
2024-11-29,MAT-0065,SINGAPORE-WAREHOUSE,24.75,1375.625
2024-12-13,MAT-0065,SINGAPORE-WAREHOUSE,0.25,1375.875
2024-12-18,MAT-0065,SINGAPORE-WAREHOUSE,12.375,1388.25
2024-05-30,MAT-0066,SINGAPORE-WAREHOUSE,24.75,98.85
2024-04-09,MAT-0068,SINGAPORE-WAREHOUSE,1.375,
2024-04-15,MAT-0068,SINGAPORE-WAREHOUSE,1.375,
2024-04-25,MAT-0068,SINGAPORE-WAREHOUSE,24.75,
2024-05-09,MAT-0068,SINGAPORE-WAREHOUSE,5.5,
2024-05-12,MAT-0068,SINGAPORE-WAREHOUSE,24.75,
2024-05-27,MAT-0068,SINGAPORE-WAREHOUSE,11.0,
2024-05-28,MAT-0068,SINGAPORE-WAREHOUSE,0.5,
2024-06-10,MAT-0068,SINGAPORE-WAREHOUSE,0.5,
2024-06-16,MAT-0068,SINGAPORE-WAREHOUSE,24.75,
2024-07-08,MAT-0068,SINGAPORE-WAREHOUSE,1.375,
2024-07-10,MAT-0068,SINGAPORE-WAREHOUSE,24.75,
2024-07-12,MAT-0068,SINGAPORE-WAREHOUSE,5.5,
2024-07-15,MAT-0068,SINGAPORE-WAREHOUSE,1.375,
2024-10-03,MAT-0068,SINGAPORE-WAREHOUSE,49.5,
2024-10-09,MAT-0068,SINGAPORE-WAREHOUSE,12.375,
2024-10-24,MAT-0068,SINGAPORE-WAREHOUSE,24.75,
2024-10-28,MAT-0068,SINGAPORE-WAREHOUSE,5.5,
2024-11-06,MAT-0068,SINGAPORE-WAREHOUSE,99.0,
2024-11-22,MAT-0068,SINGAPORE-WAREHOUSE,0.75,
2024-12-03,MAT-0068,SINGAPORE-WAREHOUSE,99.0,
2024-12-19,MAT-0068,SINGAPORE-WAREHOUSE,1.375,
2024-07-13,MAT-0071,SINGAPORE-WAREHOUSE,1.375,
2024-08-22,MAT-0071,SINGAPORE-WAREHOUSE,19.25,
2024-09-02,MAT-0071,SINGAPORE-WAREHOUSE,24.75,
2024-09-06,MAT-0071,SINGAPORE-WAREHOUSE,24.75,
2024-11-01,MAT-0071,SINGAPORE-WAREHOUSE,12.375,
2024-11-16,MAT-0071,SINGAPORE-WAREHOUSE,148.5,
2024-11-18,MAT-0071,SINGAPORE-WAREHOUSE,99.0,
2024-01-23,MAT-0085,SINGAPORE-WAREHOUSE,0.4,16.4
2024-03-14,MAT-0085,SINGAPORE-WAREHOUSE,6.875,23.275
2024-04-22,MAT-0085,SINGAPORE-WAREHOUSE,0.5,23.775
2024-05-13,MAT-0085,SINGAPORE-WAREHOUSE,5.5,29.275
2024-05-29,MAT-0085,SINGAPORE-WAREHOUSE,0.5,29.775
2024-06-14,MAT-0085,SINGAPORE-WAREHOUSE,11.0,40.775
2024-06-16,MAT-0085,SINGAPORE-WAREHOUSE,0.5,41.275
2024-06-24,MAT-0085,SINGAPORE-WAREHOUSE,0.5,41.775
2024-07-21,MAT-0085,SINGAPORE-WAREHOUSE,1.375,43.15
2024-08-03,MAT-0085,SINGAPORE-WAREHOUSE,49.5,92.65
2024-08-04,MAT-0085,SINGAPORE-WAREHOUSE,1.375,94.025
2024-08-05,MAT-0085,SINGAPORE-WAREHOUSE,1.375,95.4
2024-08-21,MAT-0085,SINGAPORE-WAREHOUSE,2.75,98.15
2024-08-22,MAT-0085,SINGAPORE-WAREHOUSE,49.5,147.65
2024-09-02,MAT-0085,SINGAPORE-WAREHOUSE,49.5,197.15
2024-09-19,MAT-0085,SINGAPORE-WAREHOUSE,24.75,221.9
2024-09-19,MAT-0085,SINGAPORE-WAREHOUSE,24.75,246.65
2024-09-30,MAT-0085,SINGAPORE-WAREHOUSE,0.4,247.05
2024-10-03,MAT-0085,SINGAPORE-WAREHOUSE,12.375,259.425
2024-10-06,MAT-0085,SINGAPORE-WAREHOUSE,1.375,260.8
2024-10-08,MAT-0085,SINGAPORE-WAREHOUSE,0.05,260.85
2024-10-11,MAT-0085,SINGAPORE-WAREHOUSE,24.75,285.6
2024-10-12,MAT-0085,SINGAPORE-WAREHOUSE,23.375,308.975
2024-10-27,MAT-0085,SINGAPORE-WAREHOUSE,23.375,332.35
2024-10-28,MAT-0085,SINGAPORE-WAREHOUSE,1.38,333.73
2024-11-02,MAT-0085,SINGAPORE-WAREHOUSE,1.375,335.105
2024-11-04,MAT-0085,SINGAPORE-WAREHOUSE,0.25,335.355
2024-11-07,MAT-0085,SINGAPORE-WAREHOUSE,24.75,360.105
2024-11-22,MAT-0085,SINGAPORE-WAREHOUSE,0.25,360.355
2024-11-24,MAT-0085,SINGAPORE-WAREHOUSE,24.5,384.855
2024-12-19,MAT-0085,SINGAPORE-WAREHOUSE,11.0,395.855
2024-12-20,MAT-0085,SINGAPORE-WAREHOUSE,99.0,494.855
2024-08-05,MAT-0086,SINGAPORE-WAREHOUSE,23.375,143.875
2024-10-11,MAT-0095,SINGAPORE-WAREHOUSE,11.209999999999999,11.366999999999999
2024-10-12,MAT-0095,SINGAPORE-WAREHOUSE,1.51,12.876999999999999
2024-09-23,MAT-0096,SINGAPORE-WAREHOUSE,8.25,181.375
2024-04-05,MAT-0098,SINGAPORE-WAREHOUSE,12.375,113.875
2024-09-12,MAT-0098,SINGAPORE-WAREHOUSE,24.75,138.625
2024-09-14,MAT-0098,SINGAPORE-WAREHOUSE,49.5,188.125
2024-09-19,MAT-0098,SINGAPORE-WAREHOUSE,12.38,200.505
2024-09-20,MAT-0098,SINGAPORE-WAREHOUSE,49.5,250.005
2024-09-22,MAT-0098,SINGAPORE-WAREHOUSE,49.5,299.505
2024-09-22,MAT-0098,SINGAPORE-WAREHOUSE,49.5,349.005
2024-09-23,MAT-0098,SINGAPORE-WAREHOUSE,24.759999999999998,373.765
2024-09-27,MAT-0098,SINGAPORE-WAREHOUSE,49.5,423.265
2024-09-27,MAT-0098,SINGAPORE-WAREHOUSE,24.75,448.015
2024-10-15,MAT-0098,SINGAPORE-WAREHOUSE,99.0,547.015
2024-11-15,MAT-0098,SINGAPORE-WAREHOUSE,49.5,596.515
2024-11-19,MAT-0098,SINGAPORE-WAREHOUSE,49.5,646.015
2024-11-27,MAT-0098,SINGAPORE-WAREHOUSE,49.5,695.515
2024-12-04,MAT-0098,SINGAPORE-WAREHOUSE,49.5,745.015
2024-12-12,MAT-0098,SINGAPORE-WAREHOUSE,24.75,769.765
2024-12-16,MAT-0098,SINGAPORE-WAREHOUSE,49.5,819.265
2024-12-20,MAT-0098,SINGAPORE-WAREHOUSE,148.5,967.765
2024-01-12,MAT-0099,SINGAPORE-WAREHOUSE,24.75,1014.425
2024-01-14,MAT-0099,SINGAPORE-WAREHOUSE,49.5,1063.925
2024-01-16,MAT-0099,SINGAPORE-WAREHOUSE,148.5,1212.425
2024-02-10,MAT-0099,SINGAPORE-WAREHOUSE,123.75,1336.175
2024-02-18,MAT-0099,SINGAPORE-WAREHOUSE,247.5,1583.675
2024-03-03,MAT-0099,SINGAPORE-WAREHOUSE,74.25,1657.925
2024-03-17,MAT-0099,SINGAPORE-WAREHOUSE,24.75,1682.675
2024-03-22,MAT-0099,SINGAPORE-WAREHOUSE,49.5,1732.175
2024-03-23,MAT-0099,SINGAPORE-WAREHOUSE,24.75,1756.925
2024-04-06,MAT-0099,SINGAPORE-WAREHOUSE,24.75,1781.675
2024-04-30,MAT-0099,SINGAPORE-WAREHOUSE,24.75,1806.425
2024-05-05,MAT-0099,SINGAPORE-WAREHOUSE,148.5,1954.925
2024-05-10,MAT-0099,SINGAPORE-WAREHOUSE,24.75,1979.675
2024-05-22,MAT-0099,SINGAPORE-WAREHOUSE,148.5,2128.175
2024-05-24,MAT-0099,SINGAPORE-WAREHOUSE,12.375,2140.55
2024-05-27,MAT-0099,SINGAPORE-WAREHOUSE,24.75,2165.3
2024-05-27,MAT-0099,SINGAPORE-WAREHOUSE,99.0,2264.3
2024-05-30,MAT-0099,SINGAPORE-WAREHOUSE,24.75,2289.05
2024-06-14,MAT-0099,SINGAPORE-WAREHOUSE,99.0,2388.05
2024-06-21,MAT-0099,SINGAPORE-WAREHOUSE,99.0,2487.05
2024-06-22,MAT-0099,SINGAPORE-WAREHOUSE,49.5,2536.55
2024-06-24,MAT-0099,SINGAPORE-WAREHOUSE,148.5,2685.05
2024-06-29,MAT-0099,SINGAPORE-WAREHOUSE,24.75,2709.8
2024-06-30,MAT-0099,SINGAPORE-WAREHOUSE,24.75,2734.55
2024-07-02,MAT-0099,SINGAPORE-WAREHOUSE,22.0,2756.55
2024-07-04,MAT-0099,SINGAPORE-WAREHOUSE,24.75,2781.3
2024-07-08,MAT-0099,SINGAPORE-WAREHOUSE,148.5,2929.8
2024-07-09,MAT-0099,SINGAPORE-WAREHOUSE,74.25,3004.05
2024-07-10,MAT-0099,SINGAPORE-WAREHOUSE,74.25,3078.3
2024-07-11,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3127.8
2024-07-12,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3152.55
2024-07-12,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3177.3
2024-07-12,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3202.05
2024-07-14,MAT-0099,SINGAPORE-WAREHOUSE,99.0,3301.05
2024-07-18,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3350.55
2024-07-19,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3400.05
2024-07-21,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3424.8
2024-07-22,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3474.3
2024-07-23,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3523.8
2024-07-28,MAT-0099,SINGAPORE-WAREHOUSE,5.324999999999999,3529.125
2024-07-31,MAT-0099,SINGAPORE-WAREHOUSE,74.25,3603.375
2024-08-03,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3652.875
2024-08-08,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3677.625
2024-08-09,MAT-0099,SINGAPORE-WAREHOUSE,99.0,3776.625
2024-08-17,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3801.375
2024-08-20,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3826.125
2024-08-23,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3875.625
2024-08-26,MAT-0099,SINGAPORE-WAREHOUSE,1.0,3876.625
2024-08-31,MAT-0099,SINGAPORE-WAREHOUSE,24.75,3901.375
2024-09-06,MAT-0099,SINGAPORE-WAREHOUSE,49.5,3950.875
2024-09-09,MAT-0099,SINGAPORE-WAREHOUSE,12.38,3963.255
2024-09-11,MAT-0099,SINGAPORE-WAREHOUSE,74.25,4037.505
2024-09-12,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4087.005
2024-09-14,MAT-0099,SINGAPORE-WAREHOUSE,99.0,4186.005
2024-09-23,MAT-0099,SINGAPORE-WAREHOUSE,148.5,4334.505
2024-09-29,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4384.005
2024-10-01,MAT-0099,SINGAPORE-WAREHOUSE,24.75,4408.755
2024-10-04,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4458.255
2024-10-10,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4507.755
2024-10-11,MAT-0099,SINGAPORE-WAREHOUSE,11.0,4518.755
2024-10-13,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4568.255
2024-10-15,MAT-0099,SINGAPORE-WAREHOUSE,99.0,4667.255
2024-10-16,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4716.755
2024-10-16,MAT-0099,SINGAPORE-WAREHOUSE,24.75,4741.505
2024-10-21,MAT-0099,SINGAPORE-WAREHOUSE,123.75,4865.255
2024-10-28,MAT-0099,SINGAPORE-WAREHOUSE,49.5,4914.755
2024-11-01,MAT-0099,SINGAPORE-WAREHOUSE,11.0,4925.755
2024-11-02,MAT-0099,SINGAPORE-WAREHOUSE,74.25,5000.005
2024-11-04,MAT-0099,SINGAPORE-WAREHOUSE,74.25,5074.255
2024-11-05,MAT-0099,SINGAPORE-WAREHOUSE,24.75,5099.005
2024-11-07,MAT-0099,SINGAPORE-WAREHOUSE,99.0,5198.005
2024-11-17,MAT-0099,SINGAPORE-WAREHOUSE,12.375,5210.38
2024-11-19,MAT-0099,SINGAPORE-WAREHOUSE,99.0,5309.38
2024-11-20,MAT-0099,SINGAPORE-WAREHOUSE,99.0,5408.38
2024-11-29,MAT-0099,SINGAPORE-WAREHOUSE,11.0,5419.38
2024-12-01,MAT-0099,SINGAPORE-WAREHOUSE,49.5,5468.88
2024-12-18,MAT-0099,SINGAPORE-WAREHOUSE,49.5,5518.38
2024-12-25,MAT-0099,SINGAPORE-WAREHOUSE,49.5,5567.88
2024-12-26,MAT-0099,SINGAPORE-WAREHOUSE,74.25,5642.13
2024-12-27,MAT-0099,SINGAPORE-WAREHOUSE,1.375,5643.505
2024-12-28,MAT-0099,SINGAPORE-WAREHOUSE,74.25,5717.755
2024-12-30,MAT-0099,SINGAPORE-WAREHOUSE,49.5,5767.255
2024-12-31,MAT-0099,SINGAPORE-WAREHOUSE,7.9750000000000005,5775.2300000000005
2024-12-31,MAT-0099,SINGAPORE-WAREHOUSE,49.5,5824.7300000000005
2024-03-31,MAT-0100,SINGAPORE-WAREHOUSE,5.83,29.89
2024-07-19,MAT-0100,SINGAPORE-WAREHOUSE,16.36,46.25
2024-10-11,MAT-0100,SINGAPORE-WAREHOUSE,44.4,90.65
2024-10-14,MAT-0100,SINGAPORE-WAREHOUSE,2.37,93.02000000000001
2024-12-31,MAT-0100,SINGAPORE-WAREHOUSE,11.27,104.29
2024-04-14,MAT-0101,SINGAPORE-WAREHOUSE,13.75,186.7
2024-01-11,MAT-0103,SINGAPORE-WAREHOUSE,24.75,143.05
2024-03-12,MAT-0104,SINGAPORE-WAREHOUSE,24.75,39.375
2024-04-14,MAT-0104,SINGAPORE-WAREHOUSE,9.625,49.0
2024-05-28,MAT-0104,SINGAPORE-WAREHOUSE,0.5,49.5
2024-05-31,MAT-0104,SINGAPORE-WAREHOUSE,6.875,56.375
2024-06-02,MAT-0104,SINGAPORE-WAREHOUSE,24.75,81.125
2024-06-12,MAT-0104,SINGAPORE-WAREHOUSE,6.875,88.0
2024-06-15,MAT-0104,SINGAPORE-WAREHOUSE,24.75,112.75
2024-06-16,MAT-0104,SINGAPORE-WAREHOUSE,24.75,137.5
2024-07-04,MAT-0104,SINGAPORE-WAREHOUSE,5.5,143.0
2024-07-20,MAT-0104,SINGAPORE-WAREHOUSE,49.5,192.5
2024-07-28,MAT-0104,SINGAPORE-WAREHOUSE,1.375,193.875
2024-07-28,MAT-0104,SINGAPORE-WAREHOUSE,13.75,207.625
2024-09-02,MAT-0104,SINGAPORE-WAREHOUSE,24.75,232.375
2024-09-13,MAT-0104,SINGAPORE-WAREHOUSE,2.75,235.125
2024-09-26,MAT-0104,SINGAPORE-WAREHOUSE,70.125,305.25
2024-10-02,MAT-0104,SINGAPORE-WAREHOUSE,24.75,330.0
2024-10-12,MAT-0104,SINGAPORE-WAREHOUSE,8.25,338.25
2024-10-18,MAT-0104,SINGAPORE-WAREHOUSE,74.25,412.5
2024-10-22,MAT-0104,SINGAPORE-WAREHOUSE,1.375,413.875
2024-10-23,MAT-0104,SINGAPORE-WAREHOUSE,24.75,438.625
2024-10-30,MAT-0104,SINGAPORE-WAREHOUSE,99.0,537.625
2024-11-08,MAT-0104,SINGAPORE-WAREHOUSE,24.75,562.375
2024-11-22,MAT-0104,SINGAPORE-WAREHOUSE,49.5,611.875
2024-11-22,MAT-0104,SINGAPORE-WAREHOUSE,24.75,636.625
2024-12-13,MAT-0104,SINGAPORE-WAREHOUSE,8.25,644.875
2024-12-27,MAT-0104,SINGAPORE-WAREHOUSE,6.875,651.75
2024-12-27,MAT-0104,SINGAPORE-WAREHOUSE,24.75,676.5
2024-03-28,MAT-0105,SINGAPORE-WAREHOUSE,24.75,
2024-04-08,MAT-0105,SINGAPORE-WAREHOUSE,24.75,
2024-04-24,MAT-0105,SINGAPORE-WAREHOUSE,1.375,
2024-05-05,MAT-0105,SINGAPORE-WAREHOUSE,0.3,
2024-06-12,MAT-0105,SINGAPORE-WAREHOUSE,0.3,
2024-08-04,MAT-0105,SINGAPORE-WAREHOUSE,2.75,
2024-08-14,MAT-0105,SINGAPORE-WAREHOUSE,2.75,
2024-10-06,MAT-0105,SINGAPORE-WAREHOUSE,13.75,
2024-04-15,MAT-0106,SINGAPORE-WAREHOUSE,24.75,37.125
2024-04-15,MAT-0106,SINGAPORE-WAREHOUSE,24.75,61.875
2024-05-15,MAT-0106,SINGAPORE-WAREHOUSE,12.38,74.255
2024-06-06,MAT-0106,SINGAPORE-WAREHOUSE,24.75,99.005
2024-06-23,MAT-0106,SINGAPORE-WAREHOUSE,1.375,100.38
2024-07-03,MAT-0106,SINGAPORE-WAREHOUSE,1.38,101.75999999999999
2024-07-16,MAT-0106,SINGAPORE-WAREHOUSE,2.75,104.50999999999999
2024-07-17,MAT-0106,SINGAPORE-WAREHOUSE,24.75,129.26
2024-07-18,MAT-0106,SINGAPORE-WAREHOUSE,1.38,130.64
2024-08-28,MAT-0106,SINGAPORE-WAREHOUSE,1.375,132.015
2024-09-13,MAT-0106,SINGAPORE-WAREHOUSE,1.375,133.39
2024-10-08,MAT-0106,SINGAPORE-WAREHOUSE,19.25,152.64
2024-10-15,MAT-0106,SINGAPORE-WAREHOUSE,8.25,160.89
2024-11-19,MAT-0106,SINGAPORE-WAREHOUSE,24.75,185.64
2024-11-20,MAT-0106,SINGAPORE-WAREHOUSE,297.0,482.64
2024-12-19,MAT-0106,SINGAPORE-WAREHOUSE,1.375,484.015
2024-12-26,MAT-0106,SINGAPORE-WAREHOUSE,123.75,607.765
2024-02-03,MAT-0111,SINGAPORE-WAREHOUSE,1.375,81.125
2024-03-18,MAT-0111,SINGAPORE-WAREHOUSE,2.75,83.875
2024-01-09,MAT-0112,SINGAPORE-WAREHOUSE,2.75,279.1
2024-01-12,MAT-0112,SINGAPORE-WAREHOUSE,8.27,287.37
2024-01-15,MAT-0112,SINGAPORE-WAREHOUSE,2.75,290.12
2024-01-25,MAT-0112,SINGAPORE-WAREHOUSE,49.5,339.62
2024-01-25,MAT-0112,SINGAPORE-WAREHOUSE,24.75,364.37
2024-01-25,MAT-0112,SINGAPORE-WAREHOUSE,11.0,375.37
2024-02-01,MAT-0112,SINGAPORE-WAREHOUSE,24.75,400.12
2024-02-01,MAT-0112,SINGAPORE-WAREHOUSE,5.5,405.62
2024-02-05,MAT-0112,SINGAPORE-WAREHOUSE,74.25,479.87
2024-02-05,MAT-0112,SINGAPORE-WAREHOUSE,2.75,482.62
2024-02-05,MAT-0112,SINGAPORE-WAREHOUSE,24.75,507.37
2024-02-06,MAT-0112,SINGAPORE-WAREHOUSE,2.75,510.12
2024-02-11,MAT-0112,SINGAPORE-WAREHOUSE,0.25,510.37
2024-02-16,MAT-0112,SINGAPORE-WAREHOUSE,24.75,535.12
2024-02-19,MAT-0112,SINGAPORE-WAREHOUSE,11.01,546.13
2024-02-22,MAT-0112,SINGAPORE-WAREHOUSE,24.75,570.88
2024-02-27,MAT-0112,SINGAPORE-WAREHOUSE,24.75,595.63
2024-03-01,MAT-0112,SINGAPORE-WAREHOUSE,24.75,620.38
2024-03-03,MAT-0112,SINGAPORE-WAREHOUSE,5.5,625.88
2024-03-03,MAT-0112,SINGAPORE-WAREHOUSE,24.75,650.63
2024-03-04,MAT-0112,SINGAPORE-WAREHOUSE,49.5,700.13
2024-03-04,MAT-0112,SINGAPORE-WAREHOUSE,13.75,713.88
2024-03-04,MAT-0112,SINGAPORE-WAREHOUSE,1.38,715.26
2024-03-06,MAT-0112,SINGAPORE-WAREHOUSE,11.0,726.26
2024-03-06,MAT-0112,SINGAPORE-WAREHOUSE,11.0,737.26
2024-03-18,MAT-0112,SINGAPORE-WAREHOUSE,13.75,751.01
2024-03-18,MAT-0112,SINGAPORE-WAREHOUSE,49.51,800.52
2024-03-18,MAT-0112,SINGAPORE-WAREHOUSE,49.510000000000005,850.03
