INBOUND_DATE,MATERIAL_NAME,PLANT_NAME,total_quantity
2024/02/16,MAT-0106,CHINA-WAREHOUSE,12.375
2024/02/18,MAT-0084,CHINA-WAREHOUSE,148.5
2024/02/18,MAT-0164,SINGAPORE-WAREHOUSE,46.75
2024/02/18,MAT-0335,SINGAPORE-WAREHOUSE,247.5
2024/02/18,MAT-0354,SINGAPORE-WAREHOUSE,99.0
2024/02/18,MAT-0415,CHINA-WAREHOUSE,247.5
2024/02/19,MAT-0084,CHINA-WAREHOUSE,148.5
2024/02/19,MAT-0413,SINGAPORE-WAREHOUSE,148.632
2024/02/19,MAT-0056,CHINA-WAREHOUSE,123.75
2024/02/19,MAT-0056,SINGAPORE-WAREHOUSE,123.75
2024/02/20,MAT-0413,SINGAPORE-WAREHOUSE,49.544
2024/02/20,MAT-0011,CHINA-WAREHOUSE,74.25
2024/02/20,MAT-0085,SINGAPORE-WAREHOUSE,148.5
2024/02/20,MAT-0111,CHINA-WAREHOUSE,140.25
2024/02/20,MAT-0112,CHINA-WAREHOUSE,148.5
2024/02/20,MAT-0116,SINGAPORE-WAREHOUSE,24.772
2024/02/20,MAT-0174,SINGAPORE-WAREHOUSE,49.5
2024/02/20,MAT-0198,CHINA-WAREHOUSE,198.0
2024/02/20,MAT-0218,CHINA-WAREHOUSE,23.375
2024/02/20,MAT-0276,CHINA-WAREHOUSE,93.5
2024/02/20,MAT-0335,SINGAPORE-WAREHOUSE,247.5
2024/02/21,MAT-0322,CHINA-WAREHOUSE,148.5
2024/02/21,MAT-0319,CHINA-WAREHOUSE,445.5
2024/02/21,MAT-0084,CHINA-WAREHOUSE,297.0
2024/02/22,MAT-0379,CHINA-WAREHOUSE,148.5
2024/02/22,MAT-0319,CHINA-WAREHOUSE,445.5
2024/02/22,MAT-0121,SINGAPORE-WAREHOUSE,49.5
2024/02/22,MAT-0084,CHINA-WAREHOUSE,148.5
2024/02/22,MAT-0044,SINGAPORE-WAREHOUSE,123.75
2024/02/22,MAT-0053,CHINA-WAREHOUSE,74.25
2024/02/22,MAT-0046,CHINA-WAREHOUSE,148.475
2024/02/22,MAT-0065,SINGAPORE-WAREHOUSE,49.5
2024/02/23,MAT-0017,CHINA-WAREHOUSE,400.0
2024/02/23,MAT-0259,CHINA-WAREHOUSE,90.0
2024/02/24,MAT-0380,CHINA-WAREHOUSE,99.0
2024/02/24,MAT-0366,SINGAPORE-WAREHOUSE,67.5
2024/02/24,MAT-0413,CHINA-WAREHOUSE,99.088
2024/02/24,MAT-0056,SINGAPORE-WAREHOUSE,371.25
2024/02/24,MAT-0056,CHINA-WAREHOUSE,321.75
2024/02/24,MAT-0198,CHINA-WAREHOUSE,123.125
2024/02/24,MAT-0356,CHINA-WAREHOUSE,198.0
2024/02/25,MAT-0062,SINGAPORE-WAREHOUSE,247.5
2024/02/25,MAT-0084,CHINA-WAREHOUSE,297.0
2024/02/25,MAT-0104,SINGAPORE-WAREHOUSE,46.75
2024/02/25,MAT-0112,SINGAPORE-WAREHOUSE,741.125
2024/02/25,MAT-0164,SINGAPORE-WAREHOUSE,247.5
2024/02/25,MAT-0175,SINGAPORE-WAREHOUSE,49.5
2024/02/25,MAT-0218,SINGAPORE-WAREHOUSE,173.25
2024/02/25,MAT-0273,SINGAPORE-WAREHOUSE,74.25
2024/02/25,MAT-0288,SINGAPORE-WAREHOUSE,23.375
2024/02/25,MAT-0327,SINGAPORE-WAREHOUSE,49.5
2024/02/27,MAT-0174,CHINA-WAREHOUSE,24.75
2024/02/27,MAT-0174,SINGAPORE-WAREHOUSE,148.5
2024/02/27,MAT-0112,CHINA-WAREHOUSE,148.5
2024/02/27,MAT-0037,CHINA-WAREHOUSE,23.375
2024/02/28,MAT-0017,CHINA-WAREHOUSE,20.0
2024/02/28,MAT-0221,SINGAPORE-WAREHOUSE,67.5
2024/02/28,MAT-0332,CHINA-WAREHOUSE,200.0
2024/02/29,MAT-0145,CHINA-WAREHOUSE,408.0
2024/02/29,MAT-0317,CHINA-WAREHOUSE,148.5
2024/03/01,MAT-0395,SINGAPORE-WAREHOUSE,173.25
2024/03/01,MAT-0077,SINGAPORE-WAREHOUSE,46.8
2024/03/01,MAT-0228,SINGAPORE-WAREHOUSE,198.0
2024/03/01,MAT-0270,CHINA-WAREHOUSE,433.5
2024/03/01,MAT-0319,CHINA-WAREHOUSE,148.5
2024/03/02,MAT-0332,CHINA-WAREHOUSE,800.0
2024/03/02,MAT-0229,CHINA-WAREHOUSE,247.5
2024/03/02,MAT-0284,CHINA-WAREHOUSE,60.0
2024/03/02,MAT-0116,SINGAPORE-WAREHOUSE,148.632
2024/03/02,MAT-0017,CHINA-WAREHOUSE,360.0
2024/03/02,MAT-0122,SINGAPORE-WAREHOUSE,45.0
2024/03/03,MAT-0349,SINGAPORE-WAREHOUSE,148.5
2024/03/03,MAT-0419,SINGAPORE-WAREHOUSE,148.5
2024/03/03,MAT-0415,CHINA-WAREHOUSE,148.5
2024/03/03,MAT-0374,SINGAPORE-WAREHOUSE,173.25
2024/03/03,MAT-0276,CHINA-WAREHOUSE,148.5
2024/03/03,MAT-0375,CHINA-WAREHOUSE,229.5
2024/03/03,MAT-0174,CHINA-WAREHOUSE,24.75
2024/03/03,MAT-0112,CHINA-WAREHOUSE,140.25
2024/03/03,MAT-0068,SINGAPORE-WAREHOUSE,99.0
2024/03/03,MAT-0044,SINGAPORE-WAREHOUSE,123.75
2024/03/03,MAT-0234,SINGAPORE-WAREHOUSE,247.5
2024/03/04,MAT-0346,SINGAPORE-WAREHOUSE,99.0
2024/03/04,MAT-0309,SINGAPORE-WAREHOUSE,24.75
2024/03/04,MAT-0308,SINGAPORE-WAREHOUSE,173.25
2024/03/04,MAT-0112,SINGAPORE-WAREHOUSE,247.5
2024/03/04,MAT-0218,SINGAPORE-WAREHOUSE,247.5
2024/03/04,MAT-0037,SINGAPORE-WAREHOUSE,297.0
2024/03/04,MAT-0224,SINGAPORE-WAREHOUSE,99.0
2024/03/05,MAT-0379,CHINA-WAREHOUSE,148.5
2024/03/05,MAT-0319,CHINA-WAREHOUSE,148.5
2024/03/05,MAT-0318,CHINA-WAREHOUSE,148.5
2024/03/05,MAT-0321,CHINA-WAREHOUSE,594.0
2024/03/05,MAT-0145,CHINA-WAREHOUSE,229.5
2024/03/05,MAT-0086,CHINA-WAREHOUSE,49.5
2024/03/05,MAT-0049,CHINA-WAREHOUSE,198.0
2024/03/05,MAT-0316,CHINA-WAREHOUSE,297.0
2024/03/06,MAT-0304,SINGAPORE-WAREHOUSE,22.5
2024/03/07,MAT-0328,CHINA-WAREHOUSE,255.0
2024/03/07,MAT-0316,CHINA-WAREHOUSE,297.0
2024/03/07,MAT-0318,CHINA-WAREHOUSE,148.5
2024/03/07,MAT-0319,CHINA-WAREHOUSE,297.0
2024/03/07,MAT-0321,CHINA-WAREHOUSE,445.5
2024/03/07,MAT-0323,CHINA-WAREHOUSE,0.30000000000000004
2024/03/07,MAT-0345,SINGAPORE-WAREHOUSE,45.0
2024/03/07,MAT-0313,CHINA-WAREHOUSE,178.5
2024/03/07,MAT-0375,CHINA-WAREHOUSE,0.4
2024/03/07,MAT-0376,CHINA-WAREHOUSE,714.6
2024/03/07,MAT-0377,CHINA-WAREHOUSE,0.30000000000000004
2024/03/07,MAT-0382,CHINA-WAREHOUSE,594.0
2024/03/07,MAT-0388,CHINA-WAREHOUSE,148.5
2024/03/07,MAT-0428,CHINA-WAREHOUSE,148.5
2024/03/07,MAT-0353,CHINA-WAREHOUSE,297.0
2024/03/07,MAT-0312,CHINA-WAREHOUSE,0.30000000000000004
2024/03/07,MAT-0261,CHINA-WAREHOUSE,0.2
2024/03/07,MAT-0267,CHINA-WAREHOUSE,74.25
2024/03/07,MAT-0001,CHINA-WAREHOUSE,229.5
2024/03/07,MAT-0049,CHINA-WAREHOUSE,148.5
2024/03/07,MAT-0053,CHINA-WAREHOUSE,148.5
2024/03/07,MAT-0084,CHINA-WAREHOUSE,742.5
2024/03/07,MAT-0137,CHINA-WAREHOUSE,148.5
2024/03/07,MAT-0144,CHINA-WAREHOUSE,816.0
2024/03/07,MAT-0145,CHINA-WAREHOUSE,765.0
2024/03/07,MAT-0153,CHINA-WAREHOUSE,99.0
2024/03/07,MAT-0197,CHINA-WAREHOUSE,0.6000000000000001
2024/03/07,MAT-0233,CHINA-WAREHOUSE,21.7
2024/03/07,MAT-0268,CHINA-WAREHOUSE,0.4
2024/03/07,MAT-0264,CHINA-WAREHOUSE,594.0
2024/03/07,MAT-0265,CHINA-WAREHOUSE,1039.5
2024/03/07,MAT-0146,CHINA-WAREHOUSE,445.5
2024/03/08,MAT-0267,CHINA-WAREHOUSE,24.75
2024/03/09,MAT-0375,CHINA-WAREHOUSE,255.0
2024/03/09,MAT-0321,CHINA-WAREHOUSE,148.5
2024/03/09,MAT-0178,CHINA-WAREHOUSE,102.0
2024/03/09,MAT-0265,CHINA-WAREHOUSE,297.0
2024/03/11,MAT-0267,CHINA-WAREHOUSE,148.5
2024/03/11,MAT-0309,SINGAPORE-WAREHOUSE,99.0
2024/03/12,MAT-0085,CHINA-WAREHOUSE,148.632
2024/03/12,MAT-0116,CHINA-WAREHOUSE,49.544
2024/03/12,MAT-0206,CHINA-WAREHOUSE,21.25
2024/03/12,MAT-0319,CHINA-WAREHOUSE,148.5
2024/03/12,MAT-0358,CHINA-WAREHOUSE,1.5
2024/03/12,MAT-0382,CHINA-WAREHOUSE,148.5
2024/03/12,MAT-0413,CHINA-WAREHOUSE,148.60999999999999
2024/03/14,MAT-0237,SINGAPORE-WAREHOUSE,49.544
2024/03/14,MAT-0390,CHINA-WAREHOUSE,46.75
2024/03/14,MAT-0296,CHINA-WAREHOUSE,24.75
2024/03/14,MAT-0267,CHINA-WAREHOUSE,148.5
2024/03/14,MAT-0231,SINGAPORE-WAREHOUSE,99.0
2024/03/14,MAT-0156,CHINA-WAREHOUSE,247.5
2024/03/14,MAT-0112,CHINA-WAREHOUSE,148.5
2024/03/14,MAT-0107,CHINA-WAREHOUSE,24.7
2024/03/14,MAT-0015,CHINA-WAREHOUSE,148.5
2024/03/14,MAT-0002,CHINA-WAREHOUSE,148.5
2024/03/14,MAT-0231,CHINA-WAREHOUSE,24.75
2024/03/15,MAT-0340,SINGAPORE-WAREHOUSE,247.5
2024/03/15,MAT-0377,CHINA-WAREHOUSE,204.0
2024/03/15,MAT-0356,SINGAPORE-WAREHOUSE,24.75
2024/03/15,MAT-0356,CHINA-WAREHOUSE,140.25
2024/03/15,MAT-0275,SINGAPORE-WAREHOUSE,123.75
2024/03/15,MAT-0273,CHINA-WAREHOUSE,46.75
2024/03/15,MAT-0340,CHINA-WAREHOUSE,99.0
2024/03/15,MAT-0224,SINGAPORE-WAREHOUSE,99.0
2024/03/15,MAT-0144,CHINA-WAREHOUSE,357.0
2024/03/15,MAT-0111,CHINA-WAREHOUSE,49.5
2024/03/15,MAT-0107,CHINA-WAREHOUSE,11.7
2024/03/15,MAT-0104,SINGAPORE-WAREHOUSE,148.5
2024/03/15,MAT-0013,CHINA-WAREHOUSE,408.0
2024/03/15,MAT-0267,CHINA-WAREHOUSE,420.75
2024/03/16,MAT-0335,SINGAPORE-WAREHOUSE,247.5
2024/03/16,MAT-0332,CHINA-WAREHOUSE,400.0
2024/03/16,MAT-0296,SINGAPORE-WAREHOUSE,49.5
2024/03/16,MAT-0267,CHINA-WAREHOUSE,148.5
2024/03/16,MAT-0082,CHINA-WAREHOUSE,200.0
2024/03/16,MAT-0106,CHINA-WAREHOUSE,70.125
2024/03/16,MAT-0011,CHINA-WAREHOUSE,99.0
2024/03/16,MAT-0340,SINGAPORE-WAREHOUSE,495.0
2024/03/16,MAT-0247,SINGAPORE-WAREHOUSE,396.0
2024/03/17,MAT-0374,SINGAPORE-WAREHOUSE,74.25
2024/03/17,MAT-0374,CHINA-WAREHOUSE,49.5
2024/03/17,MAT-0419,SINGAPORE-WAREHOUSE,123.75
2024/03/17,MAT-0345,SINGAPORE-WAREHOUSE,67.5
2024/03/17,MAT-0109,SINGAPORE-WAREHOUSE,173.25
2024/03/17,MAT-0263,CHINA-WAREHOUSE,148.45
2024/03/17,MAT-0121,SINGAPORE-WAREHOUSE,74.25
2024/03/17,MAT-0303,SINGAPORE-WAREHOUSE,90.0
2024/03/18,MAT-0015,CHINA-WAREHOUSE,297.0
2024/03/18,MAT-0137,CHINA-WAREHOUSE,148.5
2024/03/18,MAT-0146,CHINA-WAREHOUSE,148.5
2024/03/18,MAT-0233,CHINA-WAREHOUSE,255.0
2024/03/18,MAT-0264,CHINA-WAREHOUSE,148.5
2024/03/18,MAT-0319,CHINA-WAREHOUSE,148.5
2024/03/18,MAT-0321,CHINA-WAREHOUSE,297.0
2024/03/18,MAT-0382,CHINA-WAREHOUSE,148.5
2024/03/18,MAT-0384,CHINA-WAREHOUSE,297.0
2024/03/18,MAT-0428,CHINA-WAREHOUSE,148.5
2024/03/19,MAT-0419,SINGAPORE-WAREHOUSE,49.5
2024/03/19,MAT-0413,SINGAPORE-WAREHOUSE,247.5
2024/03/19,MAT-0344,SINGAPORE-WAREHOUSE,49.5
2024/03/19,MAT-0121,SINGAPORE-WAREHOUSE,49.5
2024/03/19,MAT-0109,SINGAPORE-WAREHOUSE,148.5
2024/03/19,MAT-0046,SINGAPORE-WAREHOUSE,99.0
2024/03/19,MAT-0044,SINGAPORE-WAREHOUSE,49.5
2024/03/21,MAT-0415,CHINA-WAREHOUSE,148.5
2024/03/21,MAT-0339,CHINA-WAREHOUSE,25.5
2024/03/21,MAT-0237,SINGAPORE-WAREHOUSE,247.5
2024/03/21,MAT-0267,CHINA-WAREHOUSE,594.0
2024/03/21,MAT-0197,CHINA-WAREHOUSE,51.0
2024/03/21,MAT-0162,SINGAPORE-WAREHOUSE,24.75
2024/03/21,MAT-0002,CHINA-WAREHOUSE,148.5
2024/03/21,MAT-0233,CHINA-WAREHOUSE,510.0
2024/03/22,MAT-0335,SINGAPORE-WAREHOUSE,495.0
2024/03/22,MAT-0395,SINGAPORE-WAREHOUSE,198.0
2024/03/22,MAT-0404,SINGAPORE-WAREHOUSE,495.0
2024/03/22,MAT-0346,SINGAPORE-WAREHOUSE,247.5
2024/03/22,MAT-0340,SINGAPORE-WAREHOUSE,247.5
2024/03/22,MAT-0308,SINGAPORE-WAREHOUSE,49.5
2024/03/22,MAT-0062,SINGAPORE-WAREHOUSE,99.0
2024/03/22,MAT-0234,SINGAPORE-WAREHOUSE,742.5
2024/03/22,MAT-0228,SINGAPORE-WAREHOUSE,148.5
2024/03/22,MAT-0224,SINGAPORE-WAREHOUSE,99.0
2024/03/22,MAT-0112,SINGAPORE-WAREHOUSE,495.0
2024/03/22,MAT-0007,SINGAPORE-WAREHOUSE,74.25
2024/03/22,MAT-0243,SINGAPORE-WAREHOUSE,148.5
2024/03/23,MAT-0056,SINGAPORE-WAREHOUSE,371.25
2024/03/23,MAT-0268,CHINA-WAREHOUSE,510.0
2024/03/23,MAT-0393,CHINA-WAREHOUSE,99.0
2024/03/23,MAT-0413,CHINA-WAREHOUSE,297.0
2024/03/24,MAT-0395,SINGAPORE-WAREHOUSE,198.0
2024/03/24,MAT-0380,CHINA-WAREHOUSE,70.125
2024/03/24,MAT-0340,SINGAPORE-WAREHOUSE,742.5
2024/03/24,MAT-0335,SINGAPORE-WAREHOUSE,618.75
2024/03/24,MAT-0207,CHINA-WAREHOUSE,23.375
2024/03/24,MAT-0234,SINGAPORE-WAREHOUSE,123.75
2024/03/24,MAT-0106,SINGAPORE-WAREHOUSE,140.25
2024/03/24,MAT-0285,CHINA-WAREHOUSE,140.25
2024/03/25,MAT-0267,CHINA-WAREHOUSE,148.5
2024/03/25,MAT-0415,CHINA-WAREHOUSE,148.5
2024/03/25,MAT-0378,CHINA-WAREHOUSE,192.5
2024/03/25,MAT-0316,CHINA-WAREHOUSE,148.5
2024/03/25,MAT-0268,CHINA-WAREHOUSE,255.0
2024/03/25,MAT-0237,CHINA-WAREHOUSE,93.5
2024/03/25,MAT-0144,CHINA-WAREHOUSE,255.0
2024/03/25,MAT-0158,CHINA-WAREHOUSE,510.0
2024/03/25,MAT-0211,SINGAPORE-WAREHOUSE,294.25
2024/03/25,MAT-0089,SINGAPORE-WAREHOUSE,24.75
2024/03/25,MAT-0056,SINGAPORE-WAREHOUSE,123.75
2024/03/25,MAT-0015,CHINA-WAREHOUSE,148.5
2024/03/25,MAT-0007,CHINA-WAREHOUSE,148.5
2024/03/26,MAT-0404,SINGAPORE-WAREHOUSE,74.25
2024/03/26,MAT-0379,CHINA-WAREHOUSE,297.0
2024/03/26,MAT-0374,SINGAPORE-WAREHOUSE,147.4
2024/03/26,MAT-0345,SINGAPORE-WAREHOUSE,45.0
2024/03/26,MAT-0344,SINGAPORE-WAREHOUSE,49.5
2024/03/26,MAT-0327,SINGAPORE-WAREHOUSE,49.5
2024/03/26,MAT-0321,CHINA-WAREHOUSE,445.5
2024/03/26,MAT-0303,SINGAPORE-WAREHOUSE,67.5
2024/03/26,MAT-0231,SINGAPORE-WAREHOUSE,74.25
2024/03/26,MAT-0263,CHINA-WAREHOUSE,148.325
2024/03/26,MAT-0001,CHINA-WAREHOUSE,510.0
2024/03/26,MAT-0145,CHINA-WAREHOUSE,816.0
2024/03/26,MAT-0144,CHINA-WAREHOUSE,153.0
2024/03/26,MAT-0122,SINGAPORE-WAREHOUSE,45.0
2024/03/26,MAT-0082,CHINA-WAREHOUSE,200.0
2024/03/26,MAT-0044,SINGAPORE-WAREHOUSE,99.0
2024/03/26,MAT-0037,SINGAPORE-WAREHOUSE,123.75
2024/03/26,MAT-0017,CHINA-WAREHOUSE,20.0
2024/03/26,MAT-0158,CHINA-WAREHOUSE,102.0
2024/03/27,MAT-0056,SINGAPORE-WAREHOUSE,371.25
2024/03/27,MAT-0074,SINGAPORE-WAREHOUSE,222.75
2024/03/27,MAT-0082,CHINA-WAREHOUSE,160.0
2024/03/27,MAT-0116,SINGAPORE-WAREHOUSE,247.5
2024/03/27,MAT-0303,SINGAPORE-WAREHOUSE,112.5
2024/03/27,MAT-0316,CHINA-WAREHOUSE,148.5
2024/03/27,MAT-0332,CHINA-WAREHOUSE,3200.0
2024/03/28,MAT-0365,SINGAPORE-WAREHOUSE,18.75
2024/03/28,MAT-0303,SINGAPORE-WAREHOUSE,157.5
2024/03/28,MAT-0229,CHINA-WAREHOUSE,247.5
2024/03/28,MAT-0221,SINGAPORE-WAREHOUSE,112.5
2024/03/28,MAT-0188,CHINA-WAREHOUSE,247.5
2024/03/29,MAT-0056,SINGAPORE-WAREHOUSE,123.75
2024/03/29,MAT-0074,SINGAPORE-WAREHOUSE,148.5
2024/03/29,MAT-0116,CHINA-WAREHOUSE,148.5
2024/03/29,MAT-0116,SINGAPORE-WAREHOUSE,49.5
2024/03/29,MAT-0158,CHINA-WAREHOUSE,76.5
2024/03/29,MAT-0193,CHINA-WAREHOUSE,224.42600000000002
2024/03/29,MAT-0237,CHINA-WAREHOUSE,99.0
2024/03/29,MAT-0237,SINGAPORE-WAREHOUSE,144.375
2024/03/29,MAT-0265,CHINA-WAREHOUSE,297.0
2024/03/29,MAT-0319,CHINA-WAREHOUSE,148.5
2024/03/30,MAT-0335,SINGAPORE-WAREHOUSE,24.75
2024/03/30,MAT-0316,CHINA-WAREHOUSE,148.5
2024/03/30,MAT-0423,SINGAPORE-WAREHOUSE,24.75
2024/03/30,MAT-0162,SINGAPORE-WAREHOUSE,49.5
2024/03/30,MAT-0089,SINGAPORE-WAREHOUSE,24.75
2024/03/30,MAT-0231,SINGAPORE-WAREHOUSE,74.25
2024/03/31,MAT-0099,SINGAPORE-WAREHOUSE,123.75
2024/03/31,MAT-0162,SINGAPORE-WAREHOUSE,49.5
2024/03/31,MAT-0229,CHINA-WAREHOUSE,247.5
2024/03/31,MAT-0273,SINGAPORE-WAREHOUSE,99.0
2024/03/31,MAT-0411,SINGAPORE-WAREHOUSE,123.75
2024/03/31,MAT-0423,SINGAPORE-WAREHOUSE,148.5
2024/04/02,MAT-0202,CHINA-WAREHOUSE,74.25
2024/04/02,MAT-0211,SINGAPORE-WAREHOUSE,247.5
2024/04/02,MAT-0263,SINGAPORE-WAREHOUSE,247.5
2024/04/02,MAT-0267,CHINA-WAREHOUSE,519.75
2024/04/02,MAT-0356,CHINA-WAREHOUSE,99.0
2024/04/02,MAT-0340,CHINA-WAREHOUSE,99.0
2024/04/02,MAT-0386,CHINA-WAREHOUSE,24.75
2024/04/02,MAT-0355,SINGAPORE-WAREHOUSE,49.5
2024/04/02,MAT-0175,SINGAPORE-WAREHOUSE,99.0
2024/04/02,MAT-0273,CHINA-WAREHOUSE,74.25
2024/04/02,MAT-0175,CHINA-WAREHOUSE,46.75
2024/04/02,MAT-0011,CHINA-WAREHOUSE,49.5
2024/04/02,MAT-0165,CHINA-WAREHOUSE,24.75
2024/04/02,MAT-0002,CHINA-WAREHOUSE,123.75
2024/04/02,MAT-0007,CHINA-WAREHOUSE,123.75
2024/04/02,MAT-0037,CHINA-WAREHOUSE,24.75
2024/04/02,MAT-0055,CHINA-WAREHOUSE,363.0
2024/04/02,MAT-0171,SINGAPORE-WAREHOUSE,173.25
2024/04/02,MAT-0068,SINGAPORE-WAREHOUSE,148.5
2024/04/02,MAT-0111,CHINA-WAREHOUSE,99.0
2024/04/02,MAT-0164,CHINA-WAREHOUSE,24.75
2024/04/02,MAT-0068,CHINA-WAREHOUSE,24.75
2024/04/03,MAT-0382,CHINA-WAREHOUSE,594.0
2024/04/03,MAT-0316,CHINA-WAREHOUSE,297.0
2024/04/03,MAT-0268,CHINA-WAREHOUSE,255.0
2024/04/03,MAT-0270,CHINA-WAREHOUSE,229.5
2024/04/03,MAT-0056,CHINA-WAREHOUSE,74.25
2024/04/03,MAT-0001,CHINA-WAREHOUSE,255.0
2024/04/03,MAT-0153,CHINA-WAREHOUSE,891.0
2024/04/03,MAT-0144,CHINA-WAREHOUSE,255.0
2024/04/04,MAT-0379,CHINA-WAREHOUSE,148.5
2024/04/04,MAT-0084,CHINA-WAREHOUSE,297.0
2024/04/04,MAT-0142,CHINA-WAREHOUSE,255.0
2024/04/04,MAT-0144,CHINA-WAREHOUSE,255.0
2024/04/04,MAT-0264,CHINA-WAREHOUSE,594.0
2024/04/04,MAT-0270,CHINA-WAREHOUSE,51.0
2024/04/04,MAT-0319,CHINA-WAREHOUSE,148.5
2024/04/05,MAT-0318,CHINA-WAREHOUSE,99.0
2024/04/05,MAT-0144,CHINA-WAREHOUSE,255.0
2024/04/05,MAT-0265,CHINA-WAREHOUSE,445.5
2024/04/06,MAT-0413,CHINA-WAREHOUSE,148.5
2024/04/07,MAT-0415,CHINA-WAREHOUSE,594.0
2024/04/07,MAT-0164,SINGAPORE-WAREHOUSE,247.5
2024/04/07,MAT-0225,SINGAPORE-WAREHOUSE,24.75
2024/04/07,MAT-0247,SINGAPORE-WAREHOUSE,346.5
2024/04/07,MAT-0275,SINGAPORE-WAREHOUSE,24.75
2024/04/07,MAT-0302,SINGAPORE-WAREHOUSE,247.5
2024/04/07,MAT-0336,SINGAPORE-WAREHOUSE,148.5
2024/04/07,MAT-0354,SINGAPORE-WAREHOUSE,116.875
2024/04/09,MAT-0367,SINGAPORE-WAREHOUSE,49.5
2024/04/09,MAT-0229,CHINA-WAREHOUSE,247.5
2024/04/09,MAT-0171,SINGAPORE-WAREHOUSE,173.25
2024/04/09,MAT-0046,SINGAPORE-WAREHOUSE,99.0
2024/04/09,MAT-0012,SINGAPORE-WAREHOUSE,198.0
2024/04/09,MAT-0037,SINGAPORE-WAREHOUSE,148.5
2024/04/10,MAT-0320,SINGAPORE-WAREHOUSE,24.75
2024/04/10,MAT-0319,CHINA-WAREHOUSE,297.0
2024/04/10,MAT-0321,CHINA-WAREHOUSE,148.5
2024/04/10,MAT-0309,SINGAPORE-WAREHOUSE,99.0
2024/04/10,MAT-0379,CHINA-WAREHOUSE,148.5
2024/04/10,MAT-0382,CHINA-WAREHOUSE,148.5
2024/04/10,MAT-0384,CHINA-WAREHOUSE,123.75
2024/04/10,MAT-0334,SINGAPORE-WAREHOUSE,24.75
2024/04/10,MAT-0304,SINGAPORE-WAREHOUSE,22.5
2024/04/10,MAT-0423,SINGAPORE-WAREHOUSE,24.75
2024/04/10,MAT-0197,CHINA-WAREHOUSE,637.5
2024/04/10,MAT-0011,SINGAPORE-WAREHOUSE,49.5
2024/04/10,MAT-0049,CHINA-WAREHOUSE,148.5
2024/04/10,MAT-0053,CHINA-WAREHOUSE,148.5
2024/04/10,MAT-0068,SINGAPORE-WAREHOUSE,148.5
2024/04/10,MAT-0268,CHINA-WAREHOUSE,102.0
2024/04/10,MAT-0145,CHINA-WAREHOUSE,1402.5
2024/04/10,MAT-0165,SINGAPORE-WAREHOUSE,594.0
2024/04/10,MAT-0084,CHINA-WAREHOUSE,148.5
2024/04/10,MAT-0146,CHINA-WAREHOUSE,148.5
2024/04/11,MAT-0084,CHINA-WAREHOUSE,148.5
2024/04/11,MAT-0379,CHINA-WAREHOUSE,297.0
2024/04/11,MAT-0388,CHINA-WAREHOUSE,445.5
2024/04/12,MAT-0056,SINGAPORE-WAREHOUSE,123.75
2024/04/12,MAT-0229,CHINA-WAREHOUSE,247.5
2024/04/13,MAT-0308,SINGAPORE-WAREHOUSE,140.25
2024/04/13,MAT-0415,CHINA-WAREHOUSE,594.0
2024/04/14,MAT-0415,SINGAPORE-WAREHOUSE,247.5
2024/04/14,MAT-0356,SINGAPORE-WAREHOUSE,24.75
2024/04/14,MAT-0356,CHINA-WAREHOUSE,140.25
2024/04/14,MAT-0335,SINGAPORE-WAREHOUSE,247.5
2024/04/14,MAT-0327,SINGAPORE-WAREHOUSE,116.875
2024/04/14,MAT-0296,SINGAPORE-WAREHOUSE,148.5
2024/04/14,MAT-0243,SINGAPORE-WAREHOUSE,123.75
2024/04/14,MAT-0225,SINGAPORE-WAREHOUSE,173.25
2024/04/14,MAT-0165,SINGAPORE-WAREHOUSE,148.5
2024/04/14,MAT-0164,SINGAPORE-WAREHOUSE,495.0
2024/04/14,MAT-0156,SINGAPORE-WAREHOUSE,148.5
2024/04/14,MAT-0145,CHINA-WAREHOUSE,510.0
2024/04/14,MAT-0112,SINGAPORE-WAREHOUSE,247.5
2024/04/14,MAT-0112,CHINA-WAREHOUSE,148.5
2024/04/14,MAT-0037,SINGAPORE-WAREHOUSE,74.25
2024/04/14,MAT-0207,SINGAPORE-WAREHOUSE,46.75
2024/04/15,MAT-0207,SINGAPORE-WAREHOUSE,173.25
2024/04/15,MAT-0259,CHINA-WAREHOUSE,90.0
2024/04/15,MAT-0267,CHINA-WAREHOUSE,24.75
2024/04/15,MAT-0380,CHINA-WAREHOUSE,24.75
2024/04/16,MAT-0413,SINGAPORE-WAREHOUSE,173.25
2024/04/16,MAT-0355,SINGAPORE-WAREHOUSE,49.5
2024/04/16,MAT-0344,SINGAPORE-WAREHOUSE,74.25
2024/04/16,MAT-0056,SINGAPORE-WAREHOUSE,99.0
2024/04/18,MAT-0332,CHINA-WAREHOUSE,120.0
2024/04/19,MAT-0056,CHINA-WAREHOUSE,123.75
2024/04/19,MAT-0056,SINGAPORE-WAREHOUSE,123.75
2024/04/19,MAT-0145,CHINA-WAREHOUSE,255.0
2024/04/19,MAT-0400,CHINA-WAREHOUSE,99.0
2024/04/20,MAT-0345,SINGAPORE-WAREHOUSE,67.5
2024/04/20,MAT-0303,SINGAPORE-WAREHOUSE,135.0
2024/04/20,MAT-0221,SINGAPORE-WAREHOUSE,135.0
2024/04/20,MAT-0182,SINGAPORE-WAREHOUSE,22.5
2024/04/20,MAT-0122,SINGAPORE-WAREHOUSE,45.0
